Latitude: 63.38701  Longitude: -142.5246
X & Y on Lambert Conformal Conic: -2085074.57 2808777.81
Tile: 13699
Elevation: 611 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,15369.60,0.00,5.31,12.41,-28.82,-41.51,15.82
1980,2,15541.62,0.00,5.01,12.41,-29.08,-39.78,18.99
1980,3,15725.94,0.00,4.51,12.41,-32.42,-41.26,16.25
1980,4,15922.06,0.00,6.66,12.41,-27.70,-43.78,12.38
1980,5,16129.51,8.68,5.40,21.09,-17.89,-36.00,28.00
1980,6,16347.79,1.04,4.31,22.13,-15.25,-21.61,108.51
1980,7,16576.42,5.80,5.79,27.92,-13.65,-25.45,76.99
1980,8,16814.91,0.00,7.64,27.92,-16.89,-27.45,64.02
1980,9,17062.79,0.00,10.25,27.92,-12.35,-28.26,59.40
1980,10,17319.59,0.00,10.01,27.92,-26.00,-38.99,20.63
1980,11,17584.84,0.00,6.71,27.92,-36.65,-43.43,12.87
1980,12,17858.10,0.00,8.16,27.92,-39.83,-47.76,7.96
1980,13,18138.95,0.00,9.83,27.92,-39.58,-48.97,6.93
1980,14,18426.95,0.00,12.50,27.92,-35.29,-46.21,9.48
1980,15,18721.72,0.00,12.78,27.92,-32.07,-42.14,14.79
1980,16,19022.87,0.00,16.06,27.92,-26.87,-40.23,18.11
1980,17,19330.02,3.81,14.97,31.73,-10.53,-34.96,31.08
1980,18,19642.82,0.00,17.28,31.73,-4.12,-17.68,152.41
1980,19,19960.94,0.00,17.29,31.73,-4.79,-15.87,177.42
1980,20,20284.05,0.00,19.15,31.73,-5.77,-17.26,157.85
1980,21,20611.84,0.00,21.99,31.73,-2.62,-15.72,179.70
1980,22,20944.02,0.00,18.71,31.73,-3.41,-12.69,230.47
1980,23,21280.33,0.00,26.35,31.73,-11.40,-25.92,73.70
1980,24,21620.48,0.00,29.02,31.73,-20.34,-34.99,30.98
1980,25,21964.25,0.00,27.42,31.73,-23.07,-34.40,32.86
1980,26,22311.39,0.00,27.53,31.73,-24.05,-34.42,32.82
1980,27,22661.67,0.00,34.43,31.73,-17.13,-31.11,45.32
1980,28,23014.90,1.61,29.23,33.34,-13.80,-23.46,92.11
1980,29,23370.87,0.00,25.93,33.34,-16.19,-23.71,90.04
1980,30,23729.39,0.00,32.90,33.34,-24.26,-33.73,35.13
1980,31,24090.29,2.25,29.95,35.59,-21.54,-33.04,37.59
1980,32,24453.40,0.00,36.45,35.59,-17.47,-26.69,68.70
1980,33,24818.56,0.00,41.56,35.59,-13.77,-24.11,86.89
1980,34,25185.63,0.00,46.68,35.59,-8.03,-19.46,130.85
1980,35,25554.47,0.00,57.82,35.59,-6.59,-23.24,93.95
1980,36,25924.95,0.00,57.21,35.59,-3.76,-17.74,151.65
1980,37,26296.95,0.00,54.09,35.59,-4.43,-15.90,176.93
1980,38,26670.34,0.00,62.72,35.59,-2.48,-16.47,168.77
1980,39,27045.02,0.00,64.80,35.59,-5.82,-19.19,133.96
1980,40,27420.90,0.00,69.20,35.59,-3.03,-17.01,161.17
1980,41,27797.87,0.00,60.72,35.59,-4.65,-15.06,189.69
1980,42,28175.85,0.00,60.57,35.59,-4.30,-14.10,205.38
1980,43,28554.75,0.00,70.02,35.59,-4.66,-15.98,175.77
1980,44,28934.49,0.00,80.26,35.59,-8.07,-21.18,112.67
1980,45,29315.01,0.00,91.65,35.59,-7.36,-23.78,89.52
1980,46,29696.24,0.00,89.81,35.59,-10.16,-24.11,86.88
1980,47,30078.10,0.00,101.04,35.59,-12.45,-28.71,56.94
1980,48,30460.55,0.00,105.67,35.59,-13.36,-30.22,49.35
1980,49,30843.52,0.00,107.87,35.59,-15.12,-31.02,45.70
1980,50,31226.97,0.00,99.40,35.59,-20.18,-32.75,38.65
1980,51,31610.85,0.00,106.54,35.59,-15.81,-29.25,54.10
1980,52,31995.12,0.00,109.18,35.59,-14.98,-28.17,59.90
1980,53,32379.73,0.00,122.15,35.59,-12.08,-27.73,62.38
1980,54,32764.66,0.00,125.99,35.59,-7.67,-23.43,92.36
1980,55,33149.85,0.00,123.50,35.59,-6.08,-20.25,122.22
1980,56,33535.29,0.00,130.87,35.59,-5.25,-20.53,119.27
1980,57,33920.94,0.00,110.62,35.59,-4.58,-15.40,184.56
1980,58,34306.78,0.00,64.30,35.59,-5.74,-11.19,260.15
1980,59,34692.79,0.00,65.71,35.59,-5.84,-11.23,259.23
1980,60,35078.93,0.00,151.05,35.59,-8.73,-24.02,87.60
1980,61,35465.20,0.00,156.53,35.59,-11.88,-27.50,63.73
1980,62,35851.57,0.00,163.13,35.59,-10.81,-27.29,64.98
1980,63,36238.03,0.00,165.48,35.59,-7.76,-23.85,88.97
1980,64,36624.57,0.00,152.63,35.59,-6.22,-19.49,130.57
1980,65,37011.16,0.00,178.82,35.59,-3.09,-20.46,119.98
1980,66,37397.81,0.00,190.50,35.59,-1.54,-20.89,115.44
1980,67,37784.50,0.00,163.91,35.59,-1.04,-14.48,199.12
1980,68,38171.23,0.00,127.47,35.59,-0.11,-9.35,300.99
1980,69,38557.97,0.00,136.14,35.59,-0.28,-9.87,288.80
1980,70,38944.74,0.00,182.31,35.59,-2.64,-16.53,166.76
1980,71,39331.52,0.00,170.16,35.59,-5.02,-17.04,160.84
1980,72,39718.32,0.00,136.19,35.59,-5.76,-14.50,198.71
1980,73,40105.12,0.00,132.58,35.59,-8.45,-16.59,167.05
1980,74,40491.92,0.00,160.28,35.59,-12.03,-21.88,105.96
1980,75,40878.73,0.00,175.09,35.59,-12.18,-22.82,97.51
1980,76,41265.54,0.00,188.22,35.59,-11.76,-23.12,94.98
1980,77,41652.35,0.00,221.95,35.59,-7.48,-21.89,99.80
1980,78,42039.16,0.00,249.85,35.59,-5.40,-23.75,77.58
1980,79,42425.96,0.00,264.77,35.59,-2.87,-24.24,67.92
1980,80,42812.77,0.00,275.93,35.59,-1.80,-26.60,52.65
1980,81,43199.58,0.00,260.27,35.59,3.16,-15.55,117.59
1980,82,43586.38,0.00,271.09,35.59,1.29,-18.87,91.50
1980,83,43973.19,0.00,282.80,35.59,1.71,-20.55,76.08
1980,84,44360.00,0.00,292.41,35.59,3.10,-21.30,66.42
1980,85,44746.81,0.00,286.51,35.59,2.70,-18.64,83.70
1980,86,45133.62,0.00,284.57,35.59,2.91,-17.12,93.40
1980,87,45520.42,0.00,292.68,35.59,4.15,-16.99,87.85
1980,88,45907.23,0.00,261.73,35.59,4.16,-12.17,139.41
1980,89,46294.04,0.00,254.03,35.59,4.60,-10.81,155.39
1980,90,46680.84,0.00,251.26,35.59,5.34,-9.42,150.36
1980,91,47067.63,0.00,282.42,35.59,7.37,-10.31,114.09
1980,92,47454.41,0.00,238.09,35.58,7.12,-5.99,190.13
1980,93,47841.18,0.00,257.61,35.51,8.53,-5.82,166.61
1980,94,48227.93,0.00,300.80,35.51,8.43,-10.06,99.00
1980,95,48614.65,0.00,286.38,35.51,6.20,-10.16,112.89
1980,96,49001.34,0.00,297.82,35.51,4.93,-12.08,79.22
1980,97,49387.99,0.00,309.79,35.51,6.29,-11.85,80.77
1980,98,49774.59,0.00,290.35,35.51,7.05,-8.91,103.77
1980,99,50161.12,0.00,293.79,35.51,8.25,-7.92,112.64
1980,100,50547.58,0.00,298.83,35.51,7.89,-8.51,107.26
1980,101,50933.96,0.00,297.31,35.51,6.03,-10.01,94.56
1980,102,51320.22,0.00,232.56,35.51,2.79,-8.55,140.67
1980,103,51706.37,0.00,259.71,35.51,5.53,-7.42,117.46
1980,104,52092.37,0.00,292.91,35.51,7.01,-8.24,109.72
1980,105,52478.21,0.00,273.77,35.51,3.75,-9.94,95.14
1980,106,52863.87,0.00,257.47,35.51,4.72,-7.79,115.02
1980,107,53249.31,0.00,268.51,35.51,5.36,-7.65,115.19
1980,108,53634.50,0.00,326.29,35.51,6.59,-10.51,90.65
1980,109,54019.42,0.00,312.52,35.51,6.38,-9.17,101.45
1980,110,54404.04,4.15,121.62,34.54,3.25,-3.69,337.12
1980,111,54788.31,0.00,258.41,34.18,6.14,-5.14,141.59
1980,112,55172.19,0.00,307.45,34.13,8.04,-5.89,133.22
1980,113,55555.64,0.00,332.90,33.96,9.82,-5.58,136.56
1980,114,55938.62,0.00,333.11,33.96,8.12,-6.80,123.59
1980,115,56321.06,0.00,363.82,33.96,8.82,-8.29,109.27
1980,116,56702.93,0.00,334.09,32.96,10.84,-3.64,159.86
1980,117,57084.15,0.00,336.92,31.46,11.92,-2.43,175.93
1980,118,57464.67,0.00,371.83,31.28,11.39,-5.55,136.93
1980,119,57844.42,0.00,359.65,30.99,10.38,-5.32,139.56
1980,120,58223.32,0.00,327.76,30.18,9.27,-4.07,154.43
1980,121,58601.30,0.00,329.95,29.13,9.78,-3.50,161.57
1980,122,58978.28,0.00,378.74,28.85,11.44,-5.34,139.26
1980,123,59354.16,0.00,333.39,27.63,10.29,-3.10,166.88
1980,124,59728.84,0.00,347.12,26.43,10.90,-3.13,166.40
1980,125,60102.24,0.00,410.15,26.43,13.07,-6.48,126.94
1980,126,60474.24,0.00,385.17,25.00,14.22,-2.60,173.68
1980,127,60844.72,0.00,327.49,22.09,13.57,0.93,228.97
1980,128,61213.56,0.00,344.77,19.89,12.74,-0.77,200.59
1980,129,61580.64,0.00,350.69,17.71,12.92,-0.81,199.94
1980,130,61945.81,0.00,396.93,16.56,13.92,-3.25,164.84
1980,131,62308.92,0.00,397.70,15.21,14.38,-2.78,171.12
1980,132,62669.83,0.00,358.68,13.50,12.24,-1.94,182.94
1980,133,63028.35,0.00,433.89,13.38,16.10,-5.71,135.14
1980,134,63384.33,0.00,423.92,12.02,17.74,-2.76,171.43
1980,135,63737.56,0.00,379.47,9.77,15.39,-0.64,202.56
1980,136,64087.85,0.00,375.15,7.49,15.19,-0.57,203.66
1980,137,64434.99,0.00,419.61,6.02,17.71,-2.49,175.16
1980,138,64778.77,0.00,343.16,3.33,14.13,0.41,219.82
1980,139,65118.93,0.00,399.67,1.43,16.51,-1.48,189.65
1980,140,65455.25,0.00,337.91,0.00,15.11,-1.05,196.25
1980,141,65787.44,4.01,204.64,0.00,12.30,0.48,221.10
1980,142,66115.24,0.00,292.29,0.00,12.26,-0.55,204.11
1980,143,66438.36,0.00,280.23,0.00,12.57,0.57,222.58
1980,144,66756.49,0.00,349.15,0.00,15.99,-0.87,199.07
1980,145,67069.30,0.00,384.59,0.00,19.60,-1.43,190.45
1980,146,67376.46,0.00,393.38,0.00,21.48,-1.34,191.83
1980,147,67677.62,0.00,386.01,0.00,21.22,-0.57,203.74
1980,148,67972.41,0.00,391.30,0.00,23.05,0.18,216.05
1980,149,68260.43,0.00,342.69,0.00,20.59,3.49,278.16
1980,150,68541.29,0.00,332.68,0.00,18.29,2.10,250.47
1980,151,68814.57,0.00,331.82,0.00,17.80,1.62,241.36
1980,152,69079.84,0.00,258.34,0.00,14.14,2.83,264.71
1980,153,69336.66,0.00,249.18,0.00,12.41,1.68,242.40
1980,154,69584.55,0.00,346.69,0.00,17.44,0.22,216.58
1980,155,69823.07,0.00,328.19,0.00,22.02,6.21,340.78
1980,156,70051.72,0.00,350.32,0.00,24.83,7.02,361.67
1980,157,70270.03,0.00,367.78,0.00,27.55,7.51,375.05
1980,158,70477.50,0.00,372.91,0.00,27.47,6.64,351.75
1980,159,70673.65,0.00,343.19,0.00,23.80,6.21,340.89
1980,160,70857.99,0.00,257.41,0.00,17.40,5.92,333.59
1980,161,71030.04,0.00,333.21,0.00,19.88,3.50,278.45
1980,162,71189.33,0.00,308.98,0.00,20.53,5.86,332.13
1980,163,71335.42,4.99,177.58,0.00,17.60,7.33,370.07
1980,164,71467.87,0.00,248.93,0.00,15.69,5.08,313.59
1980,165,71586.27,6.61,189.90,0.00,16.20,5.42,321.45
1980,166,71690.25,8.67,190.02,0.00,15.71,5.04,312.57
1980,167,71779.47,2.94,217.49,0.00,18.06,5.51,323.75
1980,168,71853.63,5.75,235.54,0.00,19.41,5.31,319.01
1980,169,71912.48,11.96,167.63,0.00,15.78,6.61,565.27
1980,170,71955.82,20.52,164.91,0.00,10.99,2.15,555.47
1980,171,71983.48,5.89,192.56,0.00,13.51,2.81,629.23
1980,172,71995.37,0.00,265.50,0.00,13.97,2.99,551.43
1980,173,71991.45,0.00,235.32,0.00,13.65,4.14,644.73
1980,174,71971.73,0.00,307.13,0.00,15.97,2.83,478.22
1980,175,71936.29,0.00,314.34,0.00,18.70,5.20,530.49
1980,176,71885.24,0.00,346.66,0.00,21.43,5.76,484.63
1980,177,71818.78,0.00,359.78,0.00,22.93,6.24,471.64
1980,178,71737.11,0.00,344.48,0.00,22.72,7.53,539.90
1980,179,71640.54,1.45,278.94,0.00,21.31,10.22,793.99
1980,180,71529.37,4.84,243.08,0.00,23.13,9.07,813.29
1980,181,71403.95,11.13,196.87,0.00,17.08,6.91,865.15
1980,182,71264.69,8.97,220.62,0.00,18.17,6.29,829.93
1980,183,71112.01,0.00,359.94,0.00,21.25,4.78,576.70
1980,184,70946.33,0.00,382.86,0.00,24.03,4.70,531.48
1980,185,70768.13,12.56,203.75,0.00,18.82,7.92,994.73
1980,186,70577.88,0.00,273.68,0.00,18.78,8.09,932.34
1980,187,70376.05,0.00,391.85,0.00,24.28,3.78,539.02
1980,188,70163.15,0.00,312.39,0.00,22.53,9.70,945.09
