Latitude: 65.11642  Longitude: -147.4287
X & Y on Lambert Conformal Conic: -2193479.42 3105383.21
Tile: 13877
Elevation: 387 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,11390.50,0.00,0.38,32.75,-34.53,-40.19,18.19
1980,2,11633.99,0.00,0.34,32.75,-36.65,-41.28,16.22
1980,3,11892.27,0.00,0.67,32.75,-36.57,-43.02,13.46
1980,4,12164.32,0.00,1.58,32.75,-24.59,-43.21,13.19
1980,5,12449.17,4.89,1.41,37.64,-17.45,-37.49,24.07
1980,6,12745.90,1.87,1.34,39.51,-15.04,-24.33,85.17
1980,7,13053.61,0.00,0.83,39.51,-18.17,-22.99,96.07
1980,8,13371.46,0.00,1.89,39.51,-16.43,-27.16,65.79
1980,9,13698.68,0.00,2.05,39.51,-19.81,-30.23,49.32
1980,10,14034.52,0.00,2.04,39.51,-28.47,-37.48,24.09
1980,11,14378.29,0.00,2.07,39.51,-33.80,-42.43,14.34
1980,12,14729.36,0.00,3.18,39.51,-35.93,-45.53,10.22
1980,13,15087.14,0.00,4.58,39.51,-34.15,-47.30,8.38
1980,14,15451.07,0.00,3.99,39.51,-30.00,-39.35,19.88
1980,15,15820.65,0.00,4.42,39.51,-30.88,-40.27,18.03
1980,16,16195.40,0.00,5.39,39.51,-30.79,-42.07,14.91
1980,17,16574.89,1.57,7.49,41.07,-12.76,-41.32,16.15
1980,18,16958.72,0.00,9.31,41.07,-1.40,-31.45,43.86
1980,19,17346.52,0.00,7.58,41.07,0.16,-11.60,251.74
1980,20,17737.94,0.00,9.90,41.07,2.16,-14.01,206.93
1980,21,18132.68,0.00,9.67,41.07,1.22,-11.70,249.71
1980,22,18530.43,0.00,5.15,41.07,-4.96,-10.10,283.73
1980,23,18930.93,0.00,13.18,41.07,-15.17,-27.59,63.19
1980,24,19333.94,0.00,15.01,41.07,-20.10,-33.13,37.24
1980,25,19739.21,0.00,15.89,41.07,-19.05,-31.65,43.03
1980,26,20146.55,0.00,14.26,41.07,-16.35,-25.77,74.73
1980,27,20555.75,2.67,13.47,43.74,-12.76,-23.95,88.14
1980,28,20966.63,0.81,14.33,44.56,-11.67,-19.10,134.95
1980,29,21379.04,0.00,18.81,44.56,-15.60,-24.87,81.09
1980,30,21792.80,0.00,23.13,44.56,-21.81,-32.88,38.17
1980,31,22207.79,0.00,28.68,44.56,-21.53,-35.82,28.52
1980,32,22623.87,9.68,22.06,54.24,-21.28,-34.13,33.77
1980,33,23040.92,0.00,31.24,54.24,-14.23,-27.32,64.83
1980,34,23458.82,0.00,25.44,54.24,-12.70,-21.44,110.14
1980,35,23877.48,0.00,44.00,54.24,-2.44,-24.44,84.37
1980,36,24296.80,0.00,43.46,54.24,-0.06,-17.49,154.81
1980,37,24716.69,0.00,41.65,54.24,0.12,-14.20,203.74
1980,38,25137.06,0.00,32.59,54.24,-2.58,-11.67,250.16
1980,39,25557.86,0.00,54.04,54.24,-2.69,-21.19,112.57
1980,40,25979.00,0.00,52.72,54.24,0.00,-15.69,180.14
1980,41,26400.42,0.00,43.07,54.24,3.79,-7.17,356.89
1980,42,26822.08,0.00,42.82,54.24,3.28,-6.64,371.57
1980,43,27243.91,0.00,37.31,54.24,0.54,-7.21,355.59
1980,44,27665.86,0.00,54.57,54.24,0.26,-11.24,258.98
1980,45,28087.90,0.00,55.24,54.24,-3.35,-14.06,206.13
1980,46,28509.98,0.00,61.82,54.24,-3.37,-15.01,190.61
1980,47,28932.08,0.00,68.94,54.24,-7.38,-19.53,130.06
1980,48,29354.15,0.00,78.18,54.24,-8.07,-21.22,112.29
1980,49,29776.16,0.00,71.59,54.24,-13.79,-24.28,85.55
1980,50,30198.10,0.00,77.58,54.24,-15.11,-26.04,72.95
1980,51,30619.94,0.00,78.17,54.24,-17.82,-27.96,61.07
1980,52,31041.66,0.00,95.32,54.24,-14.66,-28.16,59.93
1980,53,31463.24,0.00,113.58,54.24,-7.54,-27.22,65.42
1980,54,31884.67,0.00,120.50,54.24,-1.54,-23.67,90.38
1980,55,32305.94,0.00,81.14,54.24,-2.74,-12.12,241.26
1980,56,32727.03,0.00,117.59,54.24,-2.10,-18.14,146.54
1980,57,33147.94,0.97,103.61,55.21,-8.35,-20.12,123.61
1980,58,33568.66,0.00,106.61,55.21,-7.03,-18.87,137.67
1980,59,33989.19,0.00,85.92,55.21,-8.66,-17.16,159.25
1980,60,34409.52,0.00,138.65,55.21,-8.59,-25.73,75.04
1980,61,34829.65,0.00,143.11,55.21,-7.26,-24.58,83.31
1980,62,35249.59,0.00,143.56,55.21,-5.30,-21.45,110.10
1980,63,35669.33,0.00,134.45,55.21,-5.86,-19.31,132.56
1980,64,36088.88,0.00,136.06,55.21,-2.21,-15.52,182.67
1980,65,36508.24,0.00,125.63,55.21,-3.00,-14.01,206.84
1980,66,36927.42,0.00,151.41,55.21,-0.83,-14.83,193.43
1980,67,37346.42,0.00,158.38,55.21,0.28,-14.15,203.19
1980,68,37765.26,1.32,126.70,56.53,-2.56,-12.44,235.09
1980,69,38183.93,1.56,126.96,58.08,-5.85,-15.11,189.05
1980,70,38602.46,0.00,136.15,58.08,-4.54,-14.18,204.07
1980,71,39020.84,0.00,134.85,58.08,-3.96,-13.14,222.10
1980,72,39439.10,0.00,159.67,58.08,-6.53,-17.63,152.99
1980,73,39857.23,0.00,156.52,58.08,-11.38,-21.76,107.12
1980,74,40275.26,0.00,170.14,58.08,-15.24,-26.46,70.16
1980,75,40693.19,0.00,209.53,58.08,-16.57,-32.40,39.99
1980,76,41111.05,0.00,220.02,58.08,-15.69,-32.65,39.05
1980,77,41528.83,0.00,234.61,58.08,-10.36,-30.00,50.39
1980,78,41946.56,0.00,223.25,58.08,-9.56,-25.84,73.65
1980,79,42364.24,0.00,246.42,58.08,-1.78,-22.89,77.20
1980,80,42781.90,0.00,228.04,58.08,0.78,-15.57,136.52
1980,81,43199.54,0.00,170.34,58.08,1.64,-8.56,268.95
1980,82,43617.19,0.00,245.87,58.08,4.84,-13.28,138.34
1980,83,44034.84,0.00,245.54,58.08,3.54,-13.50,139.38
1980,84,44452.53,0.00,253.29,58.08,3.68,-13.66,132.72
1980,85,44870.26,0.00,216.68,58.08,3.03,-9.70,202.75
1980,86,45288.04,0.00,246.94,58.08,2.24,-13.12,143.93
1980,87,45705.89,0.00,248.44,58.08,2.88,-12.23,149.46
1980,88,46123.82,0.00,226.90,58.08,0.04,-12.61,165.38
1980,89,46541.85,0.00,258.51,58.08,1.44,-14.13,128.13
1980,90,46959.99,0.00,229.82,58.08,4.40,-8.06,203.76
1980,91,47378.24,0.00,273.32,58.08,6.79,-9.36,145.70
1980,92,47796.63,0.00,242.05,57.95,7.07,-5.67,211.88
1980,93,48215.15,0.00,225.52,57.32,6.77,-4.52,245.92
1980,94,48633.83,0.00,276.88,57.32,6.67,-8.44,149.25
1980,95,49052.66,0.00,187.94,57.32,2.29,-6.36,271.95
1980,96,49471.66,0.00,236.27,57.32,-0.59,-11.72,136.37
1980,97,49890.84,0.00,284.19,57.32,-0.18,-14.57,84.56
1980,98,50310.20,0.00,297.36,57.32,1.46,-13.98,76.50
1980,99,50729.75,0.00,280.33,57.32,3.58,-10.19,97.93
1980,100,51149.49,0.00,269.64,57.32,0.37,-12.44,99.68
1980,101,51569.43,0.00,240.68,57.32,-2.64,-13.42,117.03
1980,102,51989.56,0.00,256.72,57.32,-3.84,-15.41,98.09
1980,103,52409.89,0.00,253.73,57.32,-1.29,-12.56,110.10
1980,104,52830.42,0.00,311.57,57.32,3.49,-11.78,81.26
1980,105,53251.14,0.00,321.78,57.32,4.72,-11.24,85.15
1980,106,53672.05,0.00,322.35,57.32,5.62,-10.09,93.90
1980,107,54093.14,0.00,329.14,57.32,5.63,-10.26,92.55
1980,108,54514.40,0.00,332.57,57.32,5.83,-10.10,93.86
1980,109,54935.83,0.00,293.98,57.32,5.59,-6.93,122.28
1980,110,55357.42,0.00,236.97,56.88,4.21,-4.95,153.36
1980,111,55779.13,0.00,235.49,56.40,4.13,-4.85,154.53
1980,112,56200.97,0.00,340.08,56.40,6.71,-8.23,109.81
1980,113,56622.91,0.00,321.62,55.95,8.33,-4.93,143.99
1980,114,57044.93,0.00,316.99,55.26,8.35,-4.34,151.04
1980,115,57467.00,0.00,351.07,55.26,9.08,-6.00,132.00
1980,116,57889.09,0.00,325.90,54.32,9.19,-3.78,158.03
1980,117,58311.18,0.00,344.59,52.81,11.79,-2.40,176.37
1980,118,58733.22,0.00,361.56,51.44,12.79,-2.74,171.73
1980,119,59155.17,0.00,344.84,49.74,12.01,-1.94,182.94
1980,120,59577.00,0.00,364.99,48.55,12.37,-3.17,165.92
1980,121,59998.65,0.00,355.99,47.39,11.30,-3.24,164.95
1980,122,60420.08,0.00,357.23,45.72,12.58,-2.01,181.94
1980,123,60841.22,0.00,324.35,43.60,11.41,-0.96,197.57
1980,124,61262.02,0.00,345.10,41.76,11.89,-1.61,187.71
1980,125,61682.40,0.00,388.90,40.73,13.83,-3.54,161.05
1980,126,62102.28,0.00,353.20,37.73,15.56,1.15,232.76
1980,127,62521.60,0.00,314.20,35.01,12.27,0.48,220.99
1980,128,62940.26,0.00,345.96,32.43,13.77,0.13,215.18
1980,129,63358.17,0.00,327.41,30.05,12.04,-0.32,207.68
1980,130,63775.22,0.00,380.59,28.40,14.12,-2.08,180.95
1980,131,64191.30,0.00,356.18,26.26,13.40,-0.90,198.52
1980,132,64606.29,0.00,301.59,23.62,11.32,0.28,217.70
1980,133,65020.06,0.00,401.62,22.04,16.38,-2.24,178.68
1980,134,65432.47,0.00,383.88,19.15,17.68,0.89,228.15
1980,135,65843.36,0.00,349.03,16.12,15.14,1.21,233.82
1980,136,66252.56,0.00,378.61,13.64,16.09,-0.08,211.63
1980,137,66659.90,0.00,413.59,11.08,20.78,0.09,214.47
1980,138,67065.18,0.00,355.53,7.04,18.26,3.62,281.00
1980,139,67468.19,0.00,387.72,4.12,18.43,0.95,229.31
1980,140,67868.70,0.00,383.98,0.76,19.48,2.00,248.40
1980,141,68266.45,0.00,289.56,0.00,12.50,-0.24,209.13
1980,142,68661.20,0.00,298.95,0.00,11.16,-2.09,180.78
1980,143,69052.63,4.97,215.60,0.00,13.29,0.73,225.34
1980,144,69440.43,0.00,334.42,0.00,15.28,-0.85,199.25
1980,145,69824.27,0.00,343.25,0.00,19.77,2.55,259.20
1980,146,70203.77,0.00,342.53,0.00,22.38,4.95,310.46
1980,147,70578.54,0.00,341.70,0.00,22.90,5.44,321.99
1980,148,70948.13,0.00,353.18,0.00,24.53,5.60,325.83
1980,149,71312.07,8.69,212.04,0.00,22.41,9.52,433.87
1980,150,71669.86,0.00,286.71,0.00,17.99,5.13,314.72
1980,151,72020.95,0.00,319.08,0.00,18.49,3.33,274.81
1980,152,72364.74,0.00,241.82,0.00,13.22,3.11,270.27
1980,153,72700.60,0.00,259.92,0.00,12.85,1.82,245.16
1980,154,73027.83,0.00,326.65,0.00,16.51,0.94,229.08
1980,155,73345.71,0.00,229.88,0.00,16.40,6.94,359.72
1980,156,73653.44,0.00,316.73,0.00,25.06,10.03,449.91
1980,157,73950.19,0.00,299.46,0.00,23.82,10.08,451.41
1980,158,74235.07,0.00,303.93,0.00,21.63,7.67,379.51
1980,159,74507.15,0.00,166.73,0.00,15.61,9.02,418.46
1980,160,74765.46,0.00,332.91,0.00,17.55,1.67,242.29
1980,161,75008.98,0.00,367.91,0.00,21.15,0.87,227.85
1980,162,75236.68,0.00,319.39,0.00,19.67,4.50,300.22
1980,163,75447.50,2.30,178.57,0.00,16.77,6.87,357.79
1980,164,75640.40,0.00,298.80,0.00,17.23,3.97,288.51
1980,165,75814.32,0.00,287.17,0.00,17.97,5.46,322.48
1980,166,75968.29,0.00,333.80,0.00,19.42,3.40,276.42
1980,167,76101.34,0.00,316.20,0.00,19.34,4.95,310.54
1980,168,76212.64,0.00,320.87,0.00,20.86,6.02,336.15
1980,169,76301.41,15.55,192.83,0.00,17.73,7.19,366.37
1980,170,76367.05,14.85,189.83,0.00,15.25,5.07,356.90
1980,171,76409.07,0.00,271.73,0.00,16.53,5.39,366.84
1980,172,76427.17,0.00,261.25,0.00,14.36,3.86,364.89
1980,173,76421.20,0.88,217.45,0.00,13.42,5.04,487.91
1980,174,76391.22,0.00,268.43,0.00,15.50,4.84,376.22
1980,175,76337.44,0.00,354.77,0.00,19.66,2.66,261.24
1980,176,76260.27,0.00,361.02,0.00,23.47,5.38,320.51
1980,177,76160.25,0.00,363.47,0.00,25.78,7.09,363.54
1980,178,76038.07,0.00,340.19,0.00,24.47,8.69,408.72
1980,179,75894.54,8.31,211.36,0.00,22.05,10.31,634.98
1980,180,75730.56,5.81,204.44,0.00,20.20,8.97,715.87
1980,181,75547.10,12.57,209.39,0.00,20.02,8.45,737.36
1980,182,75345.19,13.05,148.96,0.00,18.70,10.93,1182.26
1980,183,75125.87,0.00,330.44,0.00,23.75,8.45,650.96
1980,184,74890.20,0.00,367.71,0.00,26.32,6.40,499.12
1980,185,74639.22,0.00,275.66,0.00,19.97,8.40,781.58
1980,186,74373.96,0.00,263.96,0.00,17.73,7.01,751.86
1980,187,74095.42,0.00,370.52,0.00,23.97,3.77,431.68
1980,188,73804.54,0.00,253.14,0.00,23.47,12.85,1078.43
1980,189,73502.24,4.59,134.93,0.00,19.79,12.51,1444.47
1980,190,73189.38,0.62,209.01,0.00,16.51,8.43,977.69
1980,191,72866.77,3.07,198.11,0.00,18.48,7.83,954.12
1980,192,72535.17,1.29,287.17,0.00,20.20,8.48,825.42
1980,193,72195.30,0.00,310.48,0.00,23.00,9.48,826.09
1980,194,71847.82,6.60,135.39,0.00,18.16,11.31,1339.56
1980,195,71493.33,11.82,201.56,0.00,19.71,8.85,1061.44
1980,196,71132.43,0.00,261.25,0.00,18.63,8.47,980.84
1980,197,70765.62,6.08,228.17,0.00,22.28,9.19,1067.79
1980,198,70393.41,6.11,208.12,0.00,20.80,9.51,1161.01
