Latitude: 66.19263  Longitude: -150.2154
X & Y on Lambert Conformal Conic: -2235902.09 3283920.62
Tile: 14055
Elevation: 328 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,7508.43,0.00,0.09,29.55,-39.92,-43.77,12.41
1980,2,7885.33,0.00,0.13,29.55,-38.23,-43.63,12.59
1980,3,8274.48,0.00,0.16,29.55,-37.16,-43.49,12.79
1980,4,8674.14,0.00,0.36,29.55,-29.02,-45.00,10.84
1980,5,9082.82,0.00,0.37,29.55,-20.11,-32.57,39.35
1980,6,9499.26,1.97,0.21,31.52,-17.59,-23.43,92.38
1980,7,9922.38,0.00,0.24,31.52,-19.07,-24.75,82.03
1980,8,10351.25,0.00,0.46,31.52,-20.35,-30.28,49.08
1980,9,10785.10,0.00,0.57,31.52,-21.37,-33.11,37.32
1980,10,11223.24,0.00,0.63,31.52,-29.44,-40.32,17.95
1980,11,11665.08,0.00,0.55,31.52,-34.88,-42.72,13.90
1980,12,12110.12,0.00,0.94,31.52,-33.61,-42.76,13.84
1980,13,12557.92,0.00,1.20,31.52,-32.32,-40.87,16.94
1980,14,13008.10,0.00,1.42,31.52,-30.60,-38.57,21.55
1980,15,13460.31,0.00,1.82,31.52,-31.80,-41.57,15.72
1980,16,13914.27,0.00,1.94,31.52,-33.03,-41.85,15.26
1980,17,14369.70,0.00,2.87,31.52,-24.67,-41.21,16.34
1980,18,14826.39,1.01,3.88,32.53,-6.52,-28.24,59.50
1980,19,15284.11,0.00,3.14,32.53,-1.55,-11.48,254.16
1980,20,15742.70,0.00,4.55,32.53,-1.26,-15.24,186.97
1980,21,16201.99,0.00,4.34,32.53,-0.36,-10.85,267.30
1980,22,16661.82,6.60,3.94,39.13,-3.22,-14.72,195.20
1980,23,17122.08,0.00,8.22,39.13,-14.38,-30.77,46.84
1980,24,17582.65,0.00,9.44,39.13,-23.20,-37.47,24.11
1980,25,18043.41,0.00,9.56,39.13,-21.30,-32.74,38.71
1980,26,18504.28,0.00,8.13,39.13,-18.90,-27.05,66.47
1980,27,18965.16,2.31,8.26,41.44,-12.60,-23.61,90.88
1980,28,19425.99,0.00,10.78,41.44,-13.15,-21.52,109.37
1980,29,19886.69,0.00,15.14,41.44,-13.70,-25.45,76.96
1980,30,20347.20,0.00,17.64,41.44,-22.04,-35.06,30.79
1980,31,20807.46,0.00,15.84,41.44,-28.19,-37.41,24.28
1980,32,21267.43,0.00,22.43,41.44,-24.14,-38.36,22.01
1980,33,21727.06,0.00,23.73,41.44,-16.55,-29.80,51.34
