Latitude: 63.6253  Longitude: -142.3231
X & Y on Lambert Conformal Conic: -2062825.23 2827557.75
Tile: 13699
Elevation: 859 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,14920.89,0.00,4.86,26.51,-29.99,-41.66,15.57
1980,2,15099.26,0.00,4.71,26.51,-30.47,-40.75,17.15
1980,3,15290.23,0.00,4.28,26.51,-33.73,-42.04,14.96
1980,4,15493.27,0.00,6.74,26.51,-27.75,-44.11,11.96
1980,5,15707.87,8.31,5.43,34.81,-18.12,-37.65,23.68
1980,6,15933.49,1.69,3.89,36.50,-15.40,-22.13,103.69
1980,7,16169.62,4.90,5.15,41.40,-14.11,-26.87,67.59
1980,8,16415.73,0.00,7.99,41.40,-16.95,-29.40,53.36
1980,9,16671.32,0.00,9.80,41.40,-12.57,-28.59,57.58
1980,10,16935.89,0.00,9.24,41.40,-27.01,-39.19,20.20
1980,11,17208.96,0.00,6.07,41.40,-37.65,-43.98,12.12
1980,12,17490.07,0.00,7.96,41.40,-40.80,-48.84,7.03
1980,13,17778.74,0.00,10.08,41.40,-39.66,-49.54,6.49
1980,14,18074.57,0.00,11.77,41.40,-34.95,-46.49,9.19
1980,15,18377.12,0.00,13.13,41.40,-31.81,-43.13,13.30
1980,16,18685.99,0.00,15.74,41.40,-26.57,-40.08,18.40
1980,17,19000.81,0.00,20.03,41.40,-10.26,-35.43,29.65
1980,18,19321.21,0.00,18.60,41.40,-2.71,-18.47,142.42
1980,19,19646.84,0.00,19.27,41.40,-3.33,-18.28,144.78
1980,20,19977.37,0.00,19.94,41.40,-4.71,-17.87,149.90
1980,21,20312.50,0.00,24.33,41.40,-0.96,-17.72,151.89
1980,22,20651.93,0.00,18.97,41.40,-2.32,-12.06,242.48
1980,23,20995.37,0.00,20.18,41.40,-15.05,-24.25,85.82
1980,24,21342.56,0.00,27.94,41.40,-21.10,-34.93,31.16
1980,25,21693.26,0.00,26.50,41.40,-23.47,-34.41,32.84
1980,26,22047.22,0.00,27.18,41.40,-24.07,-34.27,33.31
1980,27,22404.22,2.93,25.75,44.33,-17.12,-30.64,47.39
1980,28,22764.06,1.80,31.02,46.13,-14.06,-24.62,82.95
1980,29,23126.53,0.00,19.68,46.13,-18.40,-23.99,87.82
1980,30,23491.45,0.00,31.48,46.13,-25.42,-34.20,33.53
1980,31,23858.65,3.08,31.80,49.21,-21.76,-34.41,32.82
1980,32,24227.95,0.00,40.23,49.21,-17.56,-28.29,59.20
1980,33,24599.21,0.00,40.77,49.21,-14.13,-24.15,86.58
1980,34,24972.27,0.00,47.56,49.21,-8.12,-19.63,128.99
1980,35,25347.01,0.00,61.43,49.21,-5.19,-23.36,92.96
1980,36,25723.29,0.00,59.23,49.21,-2.78,-17.92,149.28
1980,37,26100.99,0.00,56.83,49.21,-3.88,-16.12,173.68
1980,38,26480.01,0.00,59.86,49.21,-2.60,-14.94,191.64
1980,39,26860.23,0.00,67.34,49.21,-5.96,-19.82,126.80
1980,40,27241.55,0.00,71.70,49.21,-2.84,-17.15,159.38
1980,41,27623.89,0.00,60.59,49.21,-4.33,-14.57,197.54
1980,42,28007.15,0.00,61.93,49.21,-4.04,-13.95,207.93
1980,43,28391.27,0.00,65.38,49.21,-4.80,-14.83,193.34
1980,44,28776.15,0.00,82.44,49.21,-8.16,-21.32,111.28
1980,45,29161.73,0.00,94.68,49.21,-7.55,-23.91,88.44
1980,46,29547.95,0.00,88.70,49.21,-10.07,-23.12,94.92
1980,47,29934.74,0.00,102.25,49.21,-12.50,-27.79,62.02
1980,48,30322.06,0.00,109.71,49.21,-13.31,-30.06,50.10
1980,49,30709.83,0.00,111.07,49.21,-16.87,-32.48,39.69
1980,50,31098.03,0.00,100.85,49.21,-21.40,-33.35,36.45
1980,51,31486.60,0.00,113.60,49.21,-16.35,-30.20,49.44
1980,52,31875.50,0.00,118.25,49.21,-14.85,-28.92,55.82
1980,53,32264.69,0.00,126.01,49.21,-12.32,-27.56,63.41
1980,54,32654.14,0.00,139.34,49.21,-7.02,-25.64,75.65
1980,55,33043.81,0.00,127.44,49.21,-5.28,-19.34,132.22
1980,56,33433.69,0.00,141.56,49.21,-4.84,-21.51,109.44
1980,57,33823.73,0.00,121.85,49.21,-4.55,-16.54,167.78
1980,58,34213.92,0.00,65.61,49.21,-5.72,-11.16,260.59
1980,59,34604.24,0.00,58.12,49.21,-6.60,-11.20,259.89
1980,60,34994.65,0.00,153.78,49.21,-10.02,-24.96,80.45
1980,61,35385.16,0.00,161.27,49.21,-12.69,-28.22,59.62
1980,62,35775.73,0.00,173.50,49.21,-10.49,-28.16,59.95
1980,63,36166.37,0.00,170.55,49.21,-9.76,-25.77,74.74
1980,64,36557.04,0.00,167.93,49.21,-6.09,-21.04,114.09
1980,65,36947.76,0.00,178.63,49.21,-3.17,-19.30,132.62
1980,66,37338.49,0.00,192.25,49.21,-1.62,-19.67,128.47
1980,67,37729.24,0.00,158.49,49.21,-1.96,-14.07,205.99
1980,68,38120.01,2.04,109.32,51.25,-0.67,-11.12,261.47
1980,69,38510.78,0.00,130.83,51.25,-2.98,-11.68,249.96
