Latitude: 66.14554  Longitude: -150.1763
X & Y on Lambert Conformal Conic: -2237497.12 3278326.41
Tile: 14055
Elevation: 212 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,7769.42,0.00,0.09,23.80,-39.89,-43.78,12.39
1980,2,8133.59,0.00,0.13,23.80,-38.32,-43.68,12.53
1980,3,8510.73,0.00,0.17,23.80,-37.32,-43.59,12.66
1980,4,8899.09,0.00,0.38,23.80,-29.08,-45.06,10.77
1980,5,9297.17,0.00,0.37,23.80,-20.17,-32.71,38.80
1980,6,9703.69,1.33,0.21,25.13,-17.60,-23.46,92.08
1980,7,10117.51,0.00,0.24,25.13,-19.08,-24.61,83.07
1980,8,10537.69,0.00,0.45,25.13,-20.43,-30.20,49.46
1980,9,10963.39,0.00,0.55,25.13,-21.48,-33.18,37.08
1980,10,11393.90,0.00,0.61,25.13,-29.54,-40.37,17.85
1980,11,11828.58,0.00,0.55,25.13,-35.02,-42.89,13.65
1980,12,12266.90,0.00,1.08,25.13,-33.92,-43.03,13.44
1980,13,12708.37,0.00,1.26,25.13,-32.55,-41.25,16.27
1980,14,13152.59,0.00,1.39,25.13,-30.72,-38.67,21.33
1980,15,13599.18,0.00,1.86,25.13,-31.87,-41.61,15.66
1980,16,14047.82,0.00,1.90,25.13,-33.09,-41.90,15.18
1980,17,14498.23,0.00,2.78,25.13,-24.57,-40.72,17.20
1980,18,14950.15,0.39,3.93,25.51,-6.53,-27.21,65.47
1980,19,15403.36,0.00,3.19,25.51,-1.63,-11.52,253.30
1980,20,15857.66,0.00,4.61,25.51,-1.31,-15.37,184.96
1980,21,16312.86,0.00,4.09,25.51,-0.42,-10.42,276.53
1980,22,16768.80,6.61,3.96,32.13,-2.60,-14.77,194.43
1980,23,17225.35,0.00,8.34,32.13,-14.03,-30.85,46.46
1980,24,17682.36,0.00,9.29,32.13,-23.19,-37.52,23.99
1980,25,18139.73,0.00,9.38,32.13,-21.31,-32.72,38.79
1980,26,18597.34,0.00,7.98,32.13,-19.02,-27.13,65.99
1980,27,19055.10,2.29,8.57,34.41,-12.72,-23.66,90.48
1980,28,19512.93,0.00,10.92,34.41,-13.18,-21.54,109.20
1980,29,19970.75,0.00,15.06,34.41,-13.80,-25.51,76.53
1980,30,20428.48,0.00,17.60,34.41,-22.09,-35.12,30.58
1980,31,20886.07,0.00,16.22,34.41,-28.06,-37.46,24.16
1980,32,21343.46,0.00,22.31,34.41,-24.08,-38.23,22.32
1980,33,21800.59,0.00,23.32,34.41,-16.59,-29.73,51.70
1980,34,22257.42,2.87,13.68,37.28,-15.08,-23.01,95.86
1980,35,22713.92,0.69,30.31,37.97,-8.84,-24.60,83.14
1980,36,23170.03,2.45,22.95,40.42,-4.32,-18.16,146.30
1980,37,23625.73,0.00,32.21,40.42,-2.94,-16.64,166.39
1980,38,24081.00,1.14,31.37,41.56,-2.68,-14.12,204.99
1980,39,24535.79,0.00,42.73,41.56,-7.24,-24.75,82.03
1980,40,24990.10,0.00,38.90,41.56,-4.32,-16.98,161.60
1980,41,25443.91,0.00,34.45,41.56,-1.40,-11.43,255.10
1980,42,25897.19,0.00,39.38,41.56,1.48,-9.40,299.84
1980,43,26349.94,0.00,32.76,41.56,-0.77,-8.59,319.52
1980,44,26802.14,0.00,46.86,41.56,-1.04,-12.58,232.61
1980,45,27253.78,0.00,48.28,41.56,-4.24,-15.00,190.71
1980,46,27704.86,0.00,54.88,41.56,-6.13,-18.04,147.82
1980,47,28155.38,0.00,59.07,41.56,-8.90,-21.00,114.44
1980,48,28605.32,0.00,63.50,41.56,-10.48,-22.37,101.52
1980,49,29054.70,0.00,67.81,41.56,-13.23,-25.42,77.18
1980,50,29503.51,0.00,69.16,41.56,-14.89,-26.44,70.33
1980,51,29951.75,0.00,78.46,41.56,-15.94,-28.98,55.52
1980,52,30399.44,0.00,72.54,41.56,-16.17,-26.82,67.88
1980,53,30846.57,0.00,85.16,41.56,-14.37,-27.08,66.27
1980,54,31293.15,0.00,103.66,41.56,-6.07,-24.68,82.52
1980,55,31739.20,0.79,82.83,42.35,-4.91,-15.73,179.46
1980,56,32184.71,0.00,110.56,42.35,-5.87,-23.51,91.71
1980,57,32629.71,0.00,106.91,42.35,-6.81,-21.54,109.16
1980,58,33074.21,0.00,113.72,42.35,-8.75,-24.53,83.67
1980,59,33518.21,0.00,106.52,42.35,-9.02,-21.92,105.62
1980,60,33961.74,0.00,121.35,42.35,-9.63,-24.94,80.63
1980,61,34404.81,0.00,120.08,42.35,-9.12,-23.38,92.73
1980,62,34847.43,0.00,91.78,42.35,-9.44,-18.51,141.99
1980,63,35289.63,0.00,77.05,42.35,-8.49,-15.55,182.25
1980,64,35731.41,0.00,118.16,42.35,-5.00,-16.60,166.87
1980,65,36172.81,0.00,115.56,42.35,-4.24,-14.85,193.12
1980,66,36613.83,0.00,130.31,42.35,-4.47,-16.50,168.30
1980,67,37054.50,0.00,131.76,42.35,-2.85,-14.43,199.89
1980,68,37494.85,1.10,113.46,43.46,-3.80,-12.82,227.96
1980,69,37934.88,0.00,124.56,43.46,-7.10,-16.61,166.70
1980,70,38374.63,0.79,140.41,44.25,-5.99,-16.72,165.26
1980,71,38814.11,0.41,151.09,44.66,-6.34,-17.86,150.07
1980,72,39253.35,0.00,161.62,44.66,-9.23,-21.43,110.28
1980,73,39692.37,0.00,180.85,44.66,-13.28,-27.70,62.56
1980,74,40131.20,0.00,194.41,44.66,-15.50,-31.75,42.61
1980,75,40569.85,0.00,205.09,44.66,-17.69,-35.40,29.76
1980,76,41008.35,0.00,211.07,44.66,-18.32,-36.45,26.75
1980,77,41446.74,0.00,223.41,44.66,-14.58,-35.49,29.47
1980,78,41885.02,0.00,220.47,44.66,-12.64,-31.48,43.75
1980,79,42323.23,0.00,234.81,44.66,-5.78,-28.15,50.29
1980,80,42761.39,0.00,197.42,44.66,-2.64,-16.65,131.82
1980,81,43199.52,0.00,191.95,44.66,1.25,-11.78,177.75
1980,82,43637.65,0.00,212.73,44.66,2.75,-12.33,151.28
1980,83,44075.81,0.00,227.86,44.66,2.25,-14.37,123.13
1980,84,44514.02,0.00,225.59,44.66,1.24,-14.27,127.34
1980,85,44952.30,0.00,187.34,44.66,0.05,-11.32,186.62
1980,86,45390.69,0.00,191.97,44.66,-2.27,-13.50,162.97
1980,87,45829.19,0.00,223.88,44.66,-1.48,-15.10,126.26
1980,88,46267.84,0.00,236.51,44.66,-1.88,-16.32,110.51
1980,89,46706.67,0.00,249.47,44.66,0.43,-15.21,106.24
1980,90,47145.69,0.00,204.02,44.66,0.78,-10.23,179.78
1980,91,47584.93,0.00,240.38,44.66,2.05,-11.54,134.65
1980,92,48024.41,0.00,213.96,44.66,4.30,-6.97,194.74
1980,93,48464.16,0.00,224.88,44.66,5.50,-6.49,182.97
1980,94,48904.19,0.00,268.41,44.66,5.08,-10.54,111.33
1980,95,49344.53,0.00,192.51,44.66,0.52,-8.93,200.55
1980,96,49785.20,0.00,223.15,44.66,-1.52,-12.68,141.50
1980,97,50226.23,0.00,230.18,44.66,-3.21,-14.59,118.74
1980,98,50667.62,0.00,218.52,44.66,-3.20,-13.67,131.88
1980,99,51109.41,0.00,273.47,44.66,-1.71,-16.06,83.48
1980,100,51551.60,0.00,215.29,44.66,-2.16,-12.26,141.41
1980,101,51994.22,0.00,261.41,44.66,-3.89,-16.78,88.58
1980,102,52437.29,0.00,276.15,44.66,-4.51,-18.29,75.88
1980,103,52880.82,3.22,127.47,47.87,-5.99,-13.30,198.05
1980,104,53324.82,0.00,289.74,47.87,-1.57,-15.69,89.57
1980,105,53769.32,0.00,316.06,47.87,3.85,-12.36,80.52
1980,106,54214.31,0.00,345.50,47.87,4.78,-15.00,61.35
1980,107,54659.83,0.00,333.70,47.87,4.26,-13.23,71.72
1980,108,55105.87,0.00,327.02,47.87,3.63,-12.54,76.10
1980,109,55552.45,0.00,293.38,47.87,4.25,-8.51,107.24
1980,110,55999.58,0.00,272.71,47.87,3.10,-8.17,126.34
1980,111,56447.27,0.00,225.12,47.87,2.33,-6.32,185.34
1980,112,56895.51,0.00,271.06,47.87,3.08,-7.57,129.94
1980,113,57344.32,0.00,269.58,47.09,6.18,-4.14,153.54
1980,114,57793.69,0.00,326.94,47.09,6.97,-6.74,124.26
1980,115,58243.64,0.00,329.94,47.09,7.23,-6.56,126.04
1980,116,58694.15,0.00,301.42,46.26,7.72,-4.02,154.97
1980,117,59145.23,0.00,314.68,44.83,9.92,-2.58,173.87
1980,118,59596.87,0.00,306.70,42.74,10.81,-1.03,196.61
1980,119,60049.07,0.00,322.14,40.82,11.15,-1.43,190.41
1980,120,60501.82,0.00,343.87,39.45,11.50,-2.73,171.83
1980,121,60955.10,0.00,328.55,38.12,10.06,-2.85,170.28
1980,122,61408.90,0.00,325.35,36.78,9.80,-2.81,170.76
1980,123,61863.21,0.00,340.24,35.12,11.61,-2.05,181.38
1980,124,62318.01,0.00,339.72,33.26,11.88,-1.57,188.43
1980,125,62773.27,0.00,369.62,31.98,13.09,-2.94,168.94
1980,126,63228.97,0.00,317.13,29.01,13.19,1.06,231.13
1980,127,63685.09,0.00,293.09,26.57,10.51,-0.17,210.15
1980,128,64141.58,0.00,327.34,24.42,11.75,-0.88,198.80
1980,129,64598.41,0.00,300.52,21.47,12.04,1.01,230.30
1980,130,65055.54,0.00,320.67,19.13,11.70,-0.43,205.94
1980,131,65512.93,0.00,301.44,16.25,11.89,0.87,227.75
