Latitude: 66.31517  Longitude: -150.4055
X & Y on Lambert Conformal Conic: -2235152.46 3300843.48
Tile: 14055
Elevation: 571 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,6953.98,0.00,0.08,36.29,-40.06,-43.80,12.36
1980,2,7360.78,0.00,0.13,36.29,-38.02,-43.56,12.69
1980,3,7777.70,0.00,0.16,36.29,-36.82,-43.30,13.06
1980,4,8203.12,0.00,0.32,36.29,-28.85,-44.86,11.01
1980,5,8635.67,4.47,0.25,40.76,-20.01,-32.15,40.98
1980,6,9074.22,2.64,0.15,43.40,-17.62,-23.35,93.02
1980,7,9517.85,0.00,0.26,43.40,-19.11,-25.20,78.74
1980,8,9965.76,0.00,0.48,43.40,-20.22,-30.54,47.88
1980,9,10417.30,0.00,0.59,43.40,-21.11,-32.99,37.76
1980,10,10871.91,0.00,0.65,43.40,-29.23,-40.22,18.14
1980,11,11329.12,0.00,0.57,43.40,-34.57,-42.33,14.49
1980,12,11788.53,0.00,0.72,43.40,-32.82,-42.08,14.90
1980,13,12249.77,0.00,1.04,43.40,-31.72,-39.85,18.86
1980,14,12712.55,0.00,1.33,43.40,-30.34,-38.29,22.17
1980,15,13176.61,0.00,1.83,43.40,-31.67,-41.51,15.82
1980,16,13641.72,0.00,1.97,43.40,-32.94,-41.82,15.32
1980,17,14107.67,0.00,2.98,43.40,-24.96,-42.43,14.34
1980,18,14574.29,2.22,2.44,45.62,-6.54,-30.38,48.62
1980,19,15041.42,0.00,3.25,45.62,-1.39,-11.93,245.15
1980,20,15508.92,0.00,4.81,45.62,-1.20,-15.24,186.95
1980,21,15976.67,0.00,4.69,45.62,-0.25,-12.05,242.65
1980,22,16444.56,6.55,3.74,52.17,-4.64,-14.71,195.34
1980,23,16912.49,0.00,7.19,52.17,-14.89,-30.64,47.42
1980,24,17380.37,0.00,9.21,52.17,-23.29,-37.41,24.28
1980,25,17848.12,0.00,9.53,52.17,-21.27,-32.80,38.49
1980,26,18315.67,0.00,8.29,52.17,-18.62,-26.83,67.81
1980,27,18782.96,2.38,8.26,54.54,-12.31,-23.47,92.04
1980,28,19249.93,0.00,10.84,54.54,-13.12,-21.52,109.41
1980,29,19716.53,0.00,15.18,54.54,-13.45,-25.34,77.73
1980,30,20182.72,0.00,17.84,54.54,-21.94,-34.92,31.22
1980,31,20648.44,0.00,14.99,54.54,-28.64,-37.31,24.53
1980,32,21113.68,0.00,22.65,54.54,-24.33,-38.80,21.04
1980,33,21578.38,0.00,23.82,54.54,-16.48,-30.06,50.11
1980,34,22042.54,5.00,14.18,59.55,-14.95,-23.11,94.99
1980,35,22506.11,0.76,29.09,60.31,-9.28,-24.37,84.90
1980,36,22969.08,2.96,23.66,63.27,-4.47,-19.22,133.63
1980,37,23431.43,0.00,33.65,63.27,-2.93,-17.51,154.51
1980,38,23893.14,1.36,31.54,64.63,-2.58,-14.19,203.89
1980,39,24354.21,0.00,42.30,64.63,-7.61,-24.80,81.62
1980,40,24814.61,0.00,40.09,64.63,-4.49,-17.48,155.01
1980,41,25274.34,4.52,27.01,69.15,-1.57,-11.78,248.12
1980,42,25733.39,0.00,39.51,69.15,1.43,-9.40,299.82
1980,43,26191.76,0.00,33.24,69.15,-0.52,-8.43,323.40
1980,44,26649.44,0.00,47.38,69.15,-0.82,-12.40,236.02
1980,45,27106.45,0.00,49.11,69.15,-4.05,-14.99,190.80
1980,46,27562.76,0.00,55.18,69.15,-6.32,-18.16,146.31
1980,47,28018.40,0.00,59.91,69.15,-8.73,-20.95,114.93
1980,48,28473.35,0.00,63.01,69.15,-10.67,-22.37,101.47
1980,49,28927.64,0.00,76.59,69.15,-13.31,-28.68,57.09
1980,50,29381.25,0.00,68.92,69.15,-15.51,-26.94,67.11
1980,51,29834.22,0.00,80.25,69.15,-15.80,-29.39,53.41
1980,52,30286.53,0.00,73.47,69.15,-16.02,-26.91,67.32
1980,53,30738.21,0.00,83.73,69.15,-14.93,-27.34,64.71
1980,54,31189.26,0.00,103.68,69.15,-6.29,-25.16,79.03
1980,55,31639.71,0.79,83.75,69.95,-4.97,-15.93,176.60
1980,56,32089.55,0.00,110.25,69.95,-6.09,-24.01,87.68
1980,57,32538.82,0.00,106.31,69.95,-6.88,-21.50,109.53
1980,58,32987.52,0.00,116.17,69.95,-9.87,-26.51,69.88
1980,59,33435.67,0.00,121.75,69.95,-9.99,-27.28,65.07
1980,60,33883.29,0.00,113.74,69.95,-11.32,-24.94,80.60
1980,61,34330.40,0.00,118.18,69.95,-9.19,-23.19,94.37
1980,62,34777.02,0.00,91.46,69.95,-9.53,-18.60,140.93
1980,63,35223.17,0.00,82.76,69.95,-8.79,-16.43,169.25
1980,64,35668.86,0.00,116.16,69.95,-5.04,-16.50,168.27
1980,65,36114.13,0.00,109.03,69.95,-4.90,-14.77,194.44
1980,66,36558.98,0.00,122.81,69.95,-5.11,-16.08,174.29
1980,67,37003.46,0.00,133.26,69.95,-3.13,-14.95,191.58
1980,68,37447.57,1.09,112.60,71.04,-4.17,-13.08,223.29
1980,69,37891.35,1.01,139.19,72.05,-7.22,-18.41,143.18
1980,70,38334.81,0.91,134.95,72.96,-9.61,-19.71,128.10
1980,71,38777.99,0.44,160.39,73.40,-10.60,-23.26,93.80
1980,72,39220.90,0.00,164.25,73.40,-12.36,-24.95,80.55
1980,73,39663.57,0.00,181.82,73.40,-16.36,-31.05,45.60
1980,74,40106.03,0.00,187.85,73.40,-17.35,-32.37,40.11
1980,75,40548.31,0.00,200.20,73.40,-19.40,-35.93,28.21
1980,76,40990.42,0.00,211.24,73.40,-18.36,-36.65,26.22
1980,77,41432.40,0.00,223.17,73.40,-14.76,-35.68,28.92
1980,78,41874.27,0.00,221.85,73.40,-12.70,-31.90,41.97
1980,79,42316.07,0.00,234.93,73.40,-6.04,-28.48,58.16
1980,80,42757.81,0.00,193.00,73.40,-3.61,-17.02,161.10
1980,81,43199.52,0.00,179.06,73.40,-0.32,-12.02,243.27
1980,82,43641.23,0.00,217.70,73.40,0.05,-15.53,171.05
1980,83,44082.97,0.00,231.28,73.40,-1.78,-18.75,131.79
