Latitude: 63.5631  Longitude: -142.3718
X & Y on Lambert Conformal Conic: -2068451.92 2822546.25
Tile: 13699
Elevation: 856 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,15034.88,0.00,5.04,27.77,-29.64,-41.58,15.70
1980,2,15211.60,0.00,4.99,27.77,-30.07,-40.48,17.65
1980,3,15400.85,0.00,4.42,27.77,-33.32,-41.77,15.38
1980,4,15602.10,0.00,6.85,27.77,-27.75,-43.98,12.13
1980,5,15814.85,8.09,5.68,35.86,-18.05,-36.84,25.73
1980,6,16038.58,1.53,3.92,37.39,-15.33,-21.98,105.07
1980,7,16272.77,5.06,5.56,42.46,-13.96,-26.46,70.17
1980,8,16516.92,0.00,8.19,42.46,-16.90,-29.00,55.41
1980,9,16770.53,0.00,10.29,42.46,-12.46,-28.46,58.30
1980,10,17033.10,0.00,10.05,42.46,-26.67,-39.09,20.41
1980,11,17304.16,0.00,6.46,42.46,-37.35,-43.81,12.35
1980,12,17583.25,0.00,8.35,42.46,-40.50,-48.54,7.28
1980,13,17869.92,0.00,10.18,42.46,-39.57,-49.35,6.63
1980,14,18163.74,0.00,11.87,42.46,-34.97,-46.37,9.31
1980,15,18464.30,0.00,13.51,42.46,-31.81,-42.82,13.75
1980,16,18771.19,0.00,16.34,42.46,-26.63,-40.05,18.46
1980,17,19084.05,0.00,20.49,42.46,-10.34,-35.25,30.19
1980,18,19402.51,0.00,18.53,42.46,-3.54,-18.25,145.17
1980,19,19726.22,0.00,19.69,42.46,-3.73,-18.89,137.40
1980,20,20054.86,0.00,21.02,42.46,-4.91,-18.46,142.60
1980,21,20388.12,0.00,24.66,42.46,-2.05,-18.27,144.95
1980,22,20725.70,0.00,19.18,42.46,-2.47,-12.13,241.19
1980,23,21067.33,0.00,22.65,42.46,-14.81,-25.12,79.32
1980,24,21412.73,0.00,28.66,42.46,-20.87,-34.91,31.25
1980,25,21761.66,0.00,27.24,42.46,-23.35,-34.34,33.05
1980,26,22113.89,0.00,27.96,42.46,-24.07,-34.48,32.61
1980,27,22469.19,2.90,26.48,45.36,-17.09,-30.74,46.94
1980,28,22827.34,1.75,30.53,47.11,-13.94,-23.89,88.61
1980,29,23188.16,0.00,20.47,47.11,-18.21,-23.90,88.52
1980,30,23551.46,0.00,32.35,47.11,-25.09,-34.06,33.99
1980,31,23917.06,2.91,31.97,50.02,-21.66,-34.05,34.02
1980,32,24284.79,0.00,39.52,50.02,-17.49,-27.77,62.18
1980,33,24654.51,0.00,41.60,50.02,-13.99,-24.08,87.11
1980,34,25026.05,0.00,47.62,50.02,-8.02,-19.53,130.08
1980,35,25399.30,0.00,60.66,50.02,-5.48,-23.73,89.90
1980,36,25774.11,0.00,59.27,50.02,-2.95,-18.11,146.94
1980,37,26150.37,0.00,55.94,50.02,-4.76,-16.74,164.90
1980,38,26527.96,0.00,61.24,50.02,-3.07,-15.98,175.78
1980,39,26906.78,0.00,66.25,50.02,-5.89,-19.63,128.91
1980,40,27286.73,0.00,71.23,50.02,-2.87,-17.29,157.43
1980,41,27667.71,0.00,61.10,50.02,-4.38,-14.68,195.86
