Latitude: 65.34934  Longitude: -146.6689
X & Y on Lambert Conformal Conic: -2147774.09 3108455.46
Tile: 13877
Elevation: 790 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,10710.09,0.00,0.35,38.18,-33.99,-39.29,20.00
1980,2,10970.53,0.00,0.33,38.18,-36.79,-41.27,16.23
1980,3,11246.00,0.00,0.45,38.18,-37.16,-43.21,13.18
1980,4,11535.35,0.00,0.99,38.18,-26.65,-43.80,12.37
1980,5,11837.50,5.14,0.95,43.32,-19.12,-45.39,10.38
1980,6,12151.39,2.47,1.23,45.79,-16.79,-32.83,38.38
1980,7,12476.08,0.00,0.99,45.79,-22.56,-29.22,54.27
1980,8,12810.65,0.00,2.18,45.79,-15.09,-31.90,42.01
1980,9,13154.27,0.00,1.87,45.79,-19.17,-29.91,50.80
1980,10,13506.16,0.00,1.89,45.79,-28.73,-37.56,23.90
1980,11,13865.61,0.00,1.90,45.79,-34.34,-42.32,14.52
1980,12,14231.96,0.00,2.20,45.79,-36.94,-45.60,10.14
1980,13,14604.60,0.00,3.52,45.79,-35.47,-47.68,8.03
1980,14,14982.98,0.00,3.94,45.79,-31.27,-41.93,15.13
1980,15,15366.58,0.00,4.66,45.79,-30.96,-42.09,14.87
1980,16,15754.94,0.00,6.16,45.79,-31.25,-46.25,9.43
1980,17,16147.63,2.54,5.77,48.33,-15.32,-47.66,8.05
1980,18,16544.25,0.00,8.20,48.33,-7.51,-38.64,21.40
1980,19,16944.45,0.00,8.67,48.33,-4.68,-20.46,119.94
1980,20,17347.89,0.00,8.69,48.33,-1.02,-14.13,204.88
1980,21,17754.27,0.00,10.31,48.33,-4.03,-18.41,143.14
1980,22,18163.31,0.00,1.31,48.33,-8.60,-9.01,309.06
1980,23,18574.76,0.00,10.54,48.33,-14.78,-25.32,77.87
1980,24,18988.37,0.00,12.23,48.33,-21.94,-32.51,39.58
1980,25,19403.95,0.00,16.57,48.33,-21.58,-36.21,27.43
1980,26,19821.27,0.00,15.62,48.33,-16.46,-28.11,60.19
