Latitude: 65.35094  Longitude: -146.6709
X & Y on Lambert Conformal Conic: -2147757.66 3108664.5
Tile: 13877
Elevation: 717 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,10710.09,0.00,0.34,37.25,-34.10,-39.39,19.79
1980,2,10970.53,0.00,0.32,37.25,-36.88,-41.37,16.07
1980,3,11246.00,0.00,0.44,37.25,-37.24,-43.29,13.07
1980,4,11535.35,0.00,0.96,37.25,-26.79,-43.89,12.24
1980,5,11837.50,5.18,0.92,42.42,-19.21,-44.52,11.42
1980,6,12151.39,2.51,1.17,44.93,-16.78,-31.96,41.74
1980,7,12476.08,0.00,0.95,44.93,-21.86,-28.46,58.29
1980,8,12810.65,0.00,2.08,44.93,-15.19,-31.16,45.10
1980,9,13154.27,0.00,1.83,44.93,-19.24,-30.01,50.34
1980,10,13506.16,0.00,1.86,44.93,-28.81,-37.66,23.66
1980,11,13865.61,0.00,1.86,44.93,-34.42,-42.40,14.39
1980,12,14231.96,0.00,2.15,44.93,-37.02,-45.67,10.07
1980,13,14604.60,0.00,3.44,44.93,-35.55,-47.73,7.98
1980,14,14982.98,0.00,3.86,44.93,-31.36,-42.01,14.99
1980,15,15366.58,0.00,4.50,44.93,-31.04,-41.90,15.19
1980,16,15754.94,0.00,5.93,44.93,-31.35,-45.78,9.94
1980,17,16147.63,2.47,5.63,47.40,-15.51,-46.80,8.87
1980,18,16544.25,0.00,8.00,47.40,-6.70,-37.76,23.42
1980,19,16944.45,0.00,8.47,47.40,-3.83,-19.63,128.97
1980,20,17347.89,0.00,8.79,47.40,-0.38,-14.23,203.26
1980,21,17754.27,0.00,10.08,47.40,-3.18,-17.55,153.99
1980,22,18163.31,0.00,1.78,47.40,-7.68,-9.11,306.66
1980,23,18574.76,0.00,10.42,47.40,-14.83,-25.41,77.24
1980,24,18988.37,0.00,12.08,47.40,-22.04,-32.62,39.16
1980,25,19403.95,0.00,16.10,47.40,-21.44,-35.64,29.03
1980,26,19821.27,0.00,15.41,47.40,-16.57,-28.22,59.61
1980,27,20240.17,2.73,13.43,50.12,-12.99,-26.04,72.93
1980,28,20660.48,1.09,14.78,51.21,-12.11,-20.53,119.29
1980,29,21082.03,0.00,15.53,51.21,-17.22,-25.17,78.97
1980,30,21504.70,0.00,20.56,51.21,-23.04,-33.12,37.29
1980,31,21928.34,0.00,26.72,51.21,-22.99,-37.08,25.11
1980,32,22352.84,16.16,21.44,67.38,-26.67,-40.16,18.26
1980,33,22778.09,0.00,32.36,67.38,-15.89,-30.54,47.85
1980,34,23203.98,0.00,20.80,67.38,-14.56,-21.91,105.73
1980,35,23630.43,0.00,40.94,67.38,-8.14,-26.59,69.34
1980,36,24057.34,0.00,46.46,67.38,-3.65,-24.96,80.47
1980,37,24484.64,0.00,47.81,67.38,-1.12,-20.64,118.12
1980,38,24912.26,0.00,23.94,67.38,-6.38,-12.91,226.33
1980,39,25340.13,0.00,52.62,67.38,-4.25,-21.69,107.79
1980,40,25768.19,0.00,57.36,67.38,-2.28,-21.25,111.99
1980,41,26196.38,0.00,45.99,67.38,2.45,-9.53,296.67
1980,42,26624.65,0.00,30.88,67.38,-1.21,-8.18,329.94
1980,43,27052.96,0.00,38.49,67.38,-0.94,-9.19,304.71
1980,44,27481.27,0.00,54.01,67.38,-1.55,-13.09,223.00
1980,45,27909.54,0.00,57.50,67.38,-4.09,-15.57,181.95
1980,46,28337.74,0.00,58.85,67.38,-5.30,-16.23,172.09
1980,47,28765.83,0.00,71.99,67.38,-8.57,-21.50,109.59
1980,48,29193.79,0.00,75.85,67.38,-9.71,-22.08,104.08
1980,49,29621.60,0.00,81.38,67.38,-18.77,-31.29,44.55
1980,50,30049.24,0.00,86.94,67.38,-19.96,-32.91,38.07
1980,51,30476.68,0.00,75.72,67.38,-24.29,-33.98,34.25
1980,52,30903.92,0.00,93.73,67.38,-16.89,-29.78,51.46
1980,53,31330.93,0.00,117.14,67.38,-10.20,-31.00,45.81
1980,54,31757.72,0.00,126.64,67.38,-4.56,-30.68,47.24
1980,55,32184.27,0.00,79.75,67.38,-4.65,-13.97,207.62
1980,56,32610.57,0.00,123.07,67.38,-3.74,-21.27,111.82
1980,57,33036.62,1.75,105.52,69.13,-9.14,-21.30,111.48
1980,58,33462.42,0.00,119.82,69.13,-9.65,-23.81,89.27
1980,59,33887.97,0.00,95.91,69.13,-13.07,-22.95,96.37
1980,60,34313.26,0.00,140.68,69.13,-15.18,-32.45,39.80
1980,61,34738.30,0.00,142.69,69.13,-10.38,-27.21,65.48
1980,62,35163.10,0.00,160.83,69.13,-7.80,-29.46,53.02
1980,63,35587.65,0.00,153.50,69.13,-8.96,-26.39,70.62
1980,64,36011.97,0.00,121.46,69.13,-5.34,-16.92,162.46
1980,65,36436.06,0.00,125.57,69.13,-3.65,-15.09,189.27
1980,66,36859.93,0.00,147.12,69.13,-1.31,-14.94,191.67
1980,67,37283.59,0.00,136.14,69.13,-2.10,-13.56,214.71
1980,68,37707.05,2.09,111.49,71.22,-5.21,-17.93,149.11
1980,69,38130.32,2.16,100.83,73.38,-8.40,-18.83,138.13
1980,70,38553.40,0.00,153.85,73.38,-7.57,-19.24,133.40
1980,71,38976.33,0.00,159.20,73.38,-6.73,-18.55,141.53
1980,72,39399.10,0.00,165.50,73.38,-8.25,-20.36,121.01
1980,73,39821.73,0.00,176.50,73.38,-12.63,-25.56,76.17
1980,74,40244.23,0.00,155.15,73.38,-17.99,-28.35,58.91
1980,75,40666.63,0.00,218.16,73.38,-19.38,-37.01,25.29
1980,76,41088.93,0.00,225.92,73.38,-17.16,-35.57,29.26
1980,77,41511.14,0.00,232.40,73.38,-11.62,-30.69,47.19
1980,78,41933.30,0.00,224.92,73.38,-9.66,-26.67,68.83
1980,79,42355.41,0.00,244.57,73.38,-3.41,-23.73,87.57
1980,80,42777.48,0.00,242.90,73.38,-2.43,-21.55,103.39
1980,81,43199.54,0.00,157.24,73.38,-0.14,-9.88,288.64
1980,82,43621.60,0.00,259.04,73.38,4.58,-16.53,132.53
1980,83,44043.67,0.00,230.08,73.38,0.71,-14.77,171.60
1980,84,44465.78,0.00,239.30,73.38,0.21,-15.45,160.08
1980,85,44887.93,0.00,211.40,73.38,0.73,-11.96,219.64
1980,86,45310.15,0.00,261.16,73.38,-1.16,-18.57,121.36
1980,87,45732.45,0.00,221.94,73.38,-2.08,-14.99,175.70
1980,88,46154.84,0.00,242.17,73.38,-0.76,-15.09,163.18
1980,89,46577.35,0.00,216.80,73.38,-3.15,-15.16,176.43
1980,90,46999.98,0.00,242.17,73.38,3.27,-10.46,214.50
1980,91,47422.75,0.00,272.33,73.38,5.08,-11.10,181.80
1980,92,47845.67,0.00,275.78,73.38,6.12,-9.84,192.39
1980,93,48268.76,0.00,211.84,73.38,4.19,-6.35,304.41
1980,94,48692.03,0.00,270.66,73.38,3.21,-11.31,183.01
1980,95,49115.48,0.00,198.07,73.38,0.47,-8.88,274.38
1980,96,49539.14,0.00,276.79,73.38,-2.98,-17.24,116.65
1980,97,49963.01,0.00,300.86,73.38,-2.40,-18.65,90.18
