Latitude: 64.0575  Longitude: -142.0202
X & Y on Lambert Conformal Conic: -2025423.37 2863478.23
Tile: 13879
Elevation: 609 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,14086.01,0.00,2.38,33.80,-32.48,-42.13,14.81
1980,2,14277.12,0.00,2.98,33.80,-33.37,-43.20,13.20
1980,3,14481.41,0.00,2.75,33.80,-35.98,-43.47,12.81
1980,4,14698.26,0.00,4.93,33.80,-29.22,-45.21,10.59
1980,5,14927.06,7.28,4.24,41.08,-19.81,-39.85,18.86
1980,6,15167.22,2.91,2.46,43.99,-17.14,-24.45,84.30
1980,7,15418.14,4.72,3.85,48.71,-16.21,-28.11,60.24
1980,8,15679.23,0.00,5.49,48.71,-17.21,-29.28,53.94
1980,9,15949.93,0.00,6.68,48.71,-13.96,-29.80,51.34
1980,10,16229.68,0.00,5.68,48.71,-29.24,-39.22,20.14
1980,11,16517.95,0.00,4.16,48.71,-39.34,-45.02,10.82
1980,12,16814.24,0.00,6.60,48.71,-42.41,-50.65,5.70
1980,13,17118.05,0.00,8.43,48.71,-40.33,-50.86,5.57
1980,14,17428.91,0.00,10.24,48.71,-35.06,-47.91,7.82
1980,15,17746.38,0.00,11.10,48.71,-32.04,-45.20,10.61
1980,16,18070.03,0.00,12.23,48.71,-26.86,-40.60,17.44
1980,17,18399.47,0.00,15.94,48.71,-11.33,-37.00,25.31
1980,18,18734.30,0.00,15.89,48.71,-3.47,-21.13,113.18
1980,19,19074.18,0.00,14.69,48.71,-2.11,-14.56,197.72
1980,20,19418.76,0.00,16.11,48.71,-3.20,-15.88,177.21
1980,21,19767.72,0.00,18.55,48.71,0.99,-14.74,194.90
1980,22,20120.76,0.00,16.06,48.71,-1.03,-11.18,260.25
1980,23,20477.59,0.00,19.15,48.71,-10.97,-21.57,108.94
1980,24,20837.95,0.00,22.17,48.71,-22.99,-34.70,31.91
1980,25,21201.59,0.00,21.76,48.71,-25.05,-35.33,29.97
1980,26,21568.26,0.00,21.57,48.71,-24.52,-33.86,34.68
1980,27,21937.76,3.07,22.00,51.78,-17.82,-30.84,46.51
1980,28,22309.87,2.04,21.31,53.81,-15.08,-26.19,71.95
1980,29,22684.39,0.00,24.35,53.81,-16.97,-25.26,78.31
1980,30,23061.14,0.00,25.14,53.81,-27.63,-35.50,29.44
1980,31,23439.95,3.98,30.37,57.79,-23.11,-37.64,23.71
1980,32,23820.67,4.64,28.92,62.42,-18.80,-30.59,47.63
1980,33,24203.14,0.00,35.05,62.42,-15.35,-25.09,79.54
1980,34,24587.21,0.00,40.12,62.42,-9.73,-20.53,119.25
1980,35,24972.77,0.00,55.79,62.42,-3.77,-24.85,81.26
1980,36,25359.68,0.00,55.81,62.42,-1.72,-19.44,131.09
1980,37,25747.83,0.00,51.41,62.42,-1.52,-14.74,194.94
1980,38,26137.12,0.00,54.89,62.42,-0.42,-13.89,209.00
1980,39,26527.43,0.00,61.00,62.42,-7.02,-21.42,110.39
1980,40,26918.69,0.00,63.76,62.42,-3.54,-18.12,146.82
1980,41,27310.81,0.00,53.54,62.42,-4.48,-14.60,197.09
1980,42,27703.69,0.00,55.08,62.42,-4.18,-14.03,206.61
1980,43,28097.27,0.00,53.32,62.42,-5.28,-14.13,204.84
1980,44,28491.48,0.00,63.87,62.42,-8.76,-19.21,133.70
1980,45,28886.25,0.00,79.91,62.42,-8.80,-22.88,97.02
1980,46,29281.52,0.00,76.39,62.42,-10.57,-22.49,100.39
1980,47,29677.24,0.00,87.58,62.42,-13.34,-27.07,66.32
1980,48,30073.36,0.00,98.13,62.42,-13.85,-30.03,50.26
1980,49,30469.82,0.00,97.08,62.42,-18.08,-32.26,40.56
1980,50,30866.58,0.00,98.06,62.42,-21.72,-35.10,30.67
1980,51,31263.61,0.00,106.13,62.42,-18.52,-32.91,38.07
1980,52,31660.87,0.00,110.95,62.42,-15.69,-30.66,47.33
1980,53,32058.32,0.00,115.64,62.42,-13.56,-28.85,56.17
