Latitude: 63.82155  Longitude: -142.2145
X & Y on Lambert Conformal Conic: -2047098.83 2844530.92
Tile: 13699
Elevation: 730 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,14571.29,0.00,3.89,24.90,-31.30,-42.00,15.01
1980,2,14754.84,0.00,3.93,24.90,-31.92,-41.95,15.11
1980,3,14951.22,0.00,3.50,24.90,-34.94,-42.81,13.77
1980,4,15159.89,0.00,5.81,24.90,-28.25,-44.64,11.28
1980,5,15380.29,7.96,4.92,32.86,-18.79,-38.86,20.90
1980,6,15611.85,2.35,2.74,35.21,-16.00,-23.08,95.32
1980,7,15854.04,4.69,4.55,39.90,-14.95,-27.57,63.30
1980,8,16106.29,0.00,5.95,39.90,-17.12,-28.80,56.47
1980,9,16368.08,0.00,8.01,39.90,-13.23,-29.17,54.52
1980,10,16638.90,0.00,7.77,39.90,-28.14,-39.33,19.92
1980,11,16918.23,0.00,5.14,39.90,-38.55,-44.55,11.39
1980,12,17205.59,0.00,7.24,39.90,-41.67,-49.76,6.32
1980,13,17500.52,0.00,9.23,39.90,-39.98,-50.21,6.00
1980,14,17802.56,0.00,11.14,39.90,-34.91,-47.07,8.60
1980,15,18111.28,0.00,11.79,39.90,-31.86,-44.13,11.93
1980,16,18426.28,0.00,14.12,39.90,-26.63,-40.31,17.97
1980,17,18747.17,0.00,17.99,39.90,-10.38,-36.17,27.53
1980,18,19073.56,0.00,17.80,39.90,-2.17,-19.53,130.12
1980,19,19405.12,0.00,16.49,39.90,-2.63,-15.57,181.84
1980,20,19741.50,0.00,16.60,39.90,-3.95,-15.95,176.16
1980,21,20082.39,0.00,21.29,39.90,0.21,-15.46,183.62
1980,22,20427.50,0.00,17.76,39.90,-1.71,-11.66,250.38
1980,23,20776.53,0.00,19.92,39.90,-12.92,-23.14,94.78
1980,24,21129.23,0.00,25.40,39.90,-22.00,-34.91,31.25
1980,25,21485.34,0.00,23.84,39.90,-24.03,-34.74,31.78
1980,26,21844.62,0.00,23.86,39.90,-24.21,-33.64,35.43
1980,27,22206.86,3.01,23.38,42.91,-17.45,-30.57,47.72
1980,28,22571.84,1.93,30.47,44.84,-14.54,-25.74,74.94
1980,29,22939.37,0.00,22.78,44.84,-17.42,-24.54,83.62
1980,30,23309.26,0.00,28.41,44.84,-26.50,-34.82,31.53
1980,31,23681.33,3.50,31.31,48.34,-22.32,-35.93,28.21
1980,32,24055.44,0.00,38.88,48.34,-18.06,-29.30,53.87
1980,33,24431.41,0.00,37.08,48.34,-14.74,-24.56,83.47
1980,34,24809.11,0.00,44.22,48.34,-8.71,-20.09,123.86
1980,35,25188.40,0.00,59.63,48.34,-4.37,-23.89,88.66
1980,36,25569.16,0.00,58.16,48.34,-2.20,-18.49,142.19
1980,37,25951.27,0.00,54.65,48.34,-1.87,-14.64,196.47
1980,38,26334.62,0.00,58.64,48.34,-1.04,-14.30,202.09
1980,39,26719.10,0.00,64.81,48.34,-6.37,-20.59,118.62
1980,40,27104.62,0.00,67.00,48.34,-3.03,-17.40,155.98
1980,41,27491.08,0.00,56.85,48.34,-4.26,-14.40,200.47
1980,42,27878.41,0.00,57.13,48.34,-3.97,-13.63,213.40
1980,43,28266.52,0.00,57.92,48.34,-4.98,-14.25,202.86
1980,44,28655.35,0.00,71.85,48.34,-8.37,-19.79,127.23
1980,45,29044.82,0.00,87.93,48.34,-8.03,-23.12,94.98
1980,46,29434.87,0.00,82.35,48.34,-10.21,-22.60,99.44
1980,47,29825.44,0.00,95.96,48.34,-12.83,-27.33,64.77
1980,48,30216.48,0.00,105.61,48.34,-13.51,-30.05,50.13
1980,49,30607.93,0.00,104.52,48.34,-17.44,-32.25,40.57
1980,50,30999.76,0.00,101.59,48.34,-21.23,-34.08,33.94
1980,51,31391.91,0.00,110.65,48.34,-17.30,-31.36,44.25
1980,52,31784.35,0.00,114.96,48.34,-15.07,-29.51,52.80
1980,53,32177.04,0.00,121.85,48.34,-12.82,-27.96,61.06
1980,54,32569.95,0.00,134.25,48.34,-6.65,-24.94,80.58
1980,55,32963.05,0.00,122.04,48.34,-4.86,-18.69,139.84
1980,56,33356.31,0.00,134.35,48.34,-4.80,-20.71,117.43
1980,57,33749.71,0.00,118.28,48.34,-4.90,-16.93,162.37
1980,58,34143.22,0.00,66.17,48.34,-5.92,-11.62,251.22
1980,59,34536.82,0.00,54.35,48.34,-7.17,-11.57,252.17
1980,60,34930.50,0.00,152.83,48.34,-10.28,-25.96,73.46
1980,61,35324.23,0.00,160.71,48.34,-12.79,-29.18,54.48
1980,62,35718.01,0.00,172.75,48.34,-10.57,-29.22,54.26
1980,63,36111.82,0.00,168.00,48.34,-9.75,-26.19,71.93
1980,64,36505.66,0.00,160.68,48.34,-6.27,-20.75,117.03
1980,65,36899.50,0.00,170.01,48.34,-3.49,-18.78,138.66
1980,66,37293.35,0.00,181.73,48.34,-1.97,-18.48,142.28
