Latitude: 65.28902  Longitude: -146.5505
X & Y on Lambert Conformal Conic: -2146613.7 3099467.33
Tile: 13877
Elevation: 449 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
1980,1,10885.09,0.00,0.32,31.66,-34.02,-39.37,19.83
1980,2,11140.98,0.00,0.30,31.66,-36.94,-41.43,15.95
1980,3,11411.86,0.00,0.41,31.66,-37.47,-43.54,12.72
1980,4,11696.61,0.00,0.89,31.66,-26.51,-44.01,12.08
1980,5,11994.16,4.86,1.02,36.53,-19.33,-41.37,16.06
1980,6,12303.51,2.30,1.00,38.82,-17.15,-28.77,56.58
1980,7,12623.71,0.00,0.91,38.82,-20.24,-26.16,72.10
1980,8,12953.88,0.00,1.94,38.82,-15.14,-29.34,53.62
1980,9,13293.19,0.00,1.87,38.82,-19.47,-30.04,50.19
1980,10,13640.87,0.00,1.79,38.82,-29.07,-37.69,23.59
1980,11,13996.23,0.00,1.76,38.82,-34.65,-42.60,14.09
1980,12,14358.59,0.00,2.05,38.82,-37.32,-46.04,9.66
1980,13,14727.36,0.00,3.71,38.82,-35.82,-48.27,7.51
1980,14,15101.99,0.00,4.00,38.82,-31.57,-42.33,14.50
1980,15,15481.95,0.00,4.13,38.82,-31.26,-41.26,16.25
1980,16,15866.79,0.00,5.41,38.82,-31.43,-44.23,11.79
1980,17,16256.07,2.29,5.29,41.11,-14.74,-43.51,12.76
1980,18,16649.39,0.00,7.50,41.11,-2.88,-34.66,32.03
1980,19,17046.40,0.00,8.12,41.11,-0.29,-16.19,172.78
1980,20,17446.75,0.00,9.08,41.11,2.05,-14.27,202.56
1980,21,17850.13,0.00,9.69,41.11,0.31,-14.23,203.26
1980,22,18256.28,0.00,3.29,41.11,-5.51,-9.09,307.21
1980,23,18664.92,0.00,9.48,41.11,-15.73,-25.42,77.16
1980,24,19075.82,0.00,12.05,41.11,-22.17,-32.51,39.57
1980,25,19488.76,0.00,15.02,41.11,-21.55,-34.37,32.96
1980,26,19903.53,0.00,15.54,41.11,-16.42,-28.29,59.22
1980,27,20319.95,3.04,13.28,44.14,-13.25,-26.71,68.55
